timestamp,energy_consumption
2023-01-01 00:00:00,107.67010936932748
2023-01-01 01:00:00,108.30180570781071
2023-01-01 02:00:00,116.01306200785712
2023-01-01 03:00:00,123.38938767903659
2023-01-01 04:00:00,123.5775990552883
2023-01-01 05:00:00,137.16272247282276
2023-01-01 06:00:00,130.6199250173628
2023-01-01 07:00:00,133.58570047319412
2023-01-01 08:00:00,130.7529323300443
2023-01-01 09:00:00,129.58906216525534
2023-01-01 10:00:00,122.2885616700996
2023-01-01 11:00:00,109.62140333775957
2023-01-01 12:00:00,105.67310470091424
2023-01-01 13:00:00,97.22254991613306
2023-01-01 14:00:00,92.14614323826606
2023-01-01 15:00:00,94.96832992242818
2023-01-01 16:00:00,90.96563857508266
2023-01-01 17:00:00,82.09299091758318
2023-01-01 18:00:00,80.47393825693568
2023-01-01 19:00:00,84.55602276415512
2023-01-01 20:00:00,91.40317831154671
2023-01-01 21:00:00,100.18861467884658
2023-01-01 22:00:00,86.54820974677081
2023-01-01 23:00:00,107.07586801373586
2023-01-02 00:00:00,109.22749835021887
2023-01-02 01:00:00,113.51159470346319
2023-01-02 02:00:00,116.34668514546017
2023-01-02 03:00:00,120.87244150221011
2023-01-02 04:00:00,122.4941225906194
2023-01-02 05:00:00,130.53949591281668
2023-01-02 06:00:00,127.26147347665353
2023-01-02 07:00:00,125.00026332528044
2023-01-02 08:00:00,116.10320429991214
2023-01-02 09:00:00,116.03755468682594
2023-01-02 10:00:00,118.52042970582177
2023-01-02 11:00:00,103.88186275594185
2023-01-02 12:00:00,109.26578352761788
2023-01-02 13:00:00,86.84607965960393
2023-01-02 14:00:00,86.3896591201516
2023-01-02 15:00:00,97.27450019175716
2023-01-02 16:00:00,87.23603139743393
2023-01-02 17:00:00,85.28697417951668
2023-01-02 18:00:00,82.13127821197357
2023-01-02 19:00:00,74.28866866411329
2023-01-02 20:00:00,84.63082876881002
2023-01-02 21:00:00,80.41309635923969
2023-01-02 22:00:00,84.48485923435838
2023-01-02 23:00:00,86.87314110657364
2023-01-03 00:00:00,95.12789589222531
2023-01-03 01:00:00,100.73062788826778
2023-01-03 02:00:00,108.85670531287701
2023-01-03 03:00:00,117.22335607734702
2023-01-03 04:00:00,114.41474139801512
2023-01-03 05:00:00,113.70467176899632
2023-01-03 06:00:00,117.35369289833169
2023-01-03 07:00:00,122.07012057727002
2023-01-03 08:00:00,119.64004511809411
2023-01-03 09:00:00,106.52035789499716
2023-01-03 10:00:00,98.82208026103463
2023-01-03 11:00:00,103.94954376590056
2023-01-03 12:00:00,90.1079798234148
2023-01-03 13:00:00,90.2060179703153
2023-01-03 14:00:00,80.65964579502366
2023-01-03 15:00:00,68.79236524620822
2023-01-03 16:00:00,76.67897894370465
2023-01-03 17:00:00,76.61488419343989
2023-01-03 18:00:00,69.56121876043949
2023-01-03 19:00:00,66.04265036027974
2023-01-03 20:00:00,83.03877135303074
2023-01-03 21:00:00,70.51402814679936
2023-01-03 22:00:00,83.8388553075513
2023-01-03 23:00:00,87.75734264185195
2023-01-04 00:00:00,93.59161504068855
2023-01-04 01:00:00,97.24658255658775
2023-01-04 02:00:00,101.63616841698652
2023-01-04 03:00:00,108.00526321839499
2023-01-04 04:00:00,108.07814961082052
2023-01-04 05:00:00,114.80789815335058
2023-01-04 06:00:00,118.46784821519542
2023-01-04 07:00:00,115.0354592147852
2023-01-04 08:00:00,109.41804161348587
2023-01-04 09:00:00,101.39424092838068
2023-01-04 10:00:00,93.3230560507386
2023-01-04 11:00:00,91.38690089836145
2023-01-04 12:00:00,86.04055154771942
2023-01-04 13:00:00,87.26339377097655
2023-01-04 14:00:00,80.95945431496733
2023-01-04 15:00:00,76.96214733745619
2023-01-04 16:00:00,72.14218478639947
2023-01-04 17:00:00,71.23623255668063
